"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,11,21,30,30,21,23,18,30,23,23,24,18,20,21,21,20,27,25,23,17,21,22,29,18,26,17,16,23,21,23,20,26,33,30,21,22,27,21,24,28,32,17,24,23,19,29,23,29,36,25,15,19,27,28,24,23,20,28,25,26,21,27,26,29,20,17,25,24,25,14,22,21,37,21,29,20,22,20,23,27,36,27,27,23,17,35,22,27,17,28,29,24,26,20,17,35,17,23,27
23,28,17,27,28,32,19,19,27,25,17,21,23,24,10,28,18,19,17,30,26,23,24,23,17,19,22,25,25,16,21,24,22,27,19,29,12,21,27,19,24,22,19,20,22,21,24,20,19,22,21,18,21,25,18,24,20,18,23,23,30,17,19,24,30,24,12,22,24,28,21,32,17,22,19,22,15,22,28,18,29,25,26,17,19,19,24,20,30,27,17,21,19,21,17,19,19,20,15,17
22,21,22,20,15,23,23,20,20,24,21,19,16,14,20,22,15,22,20,30,19,16,21,30,14,13,22,18,13,16,12,21,18,15,18,9,19,21,26,19,19,19,14,13,18,19,10,7,13,16,12,13,10,24,17,20,20,21,21,16,25,18,25,15,21,14,26,20,24,20,27,27,24,22,33,14,23,12,20,28,18,12,18,19,21,18,14,17,19,7,26,17,13,21,14,16,14,28,20,14
14,27,17,16,13,15,18,9,13,17,18,20,29,29,14,22,12,20,17,17,21,19,21,15,18,14,15,17,18,22,18,19,20,15,16,11,19,21,20,20,21,16,18,24,17,12,9,19,15,20,20,19,18,16,24,21,11,19,18,10,18,17,20,17,15,19,15,13,13,17,19,27,19,23,14,10,21,16,25,24,16,19,20,20,17,19,17,10,22,21,21,23,22,23,9,14,9,15,15,18
18,23,15,26,26,27,24,33,19,21,24,30,20,28,24,24,22,15,30,18,26,20,11,20,20,11,20,17,21,14,25,11,30,18,22,19,18,26,16,12,16,24,21,27,15,17,20,21,20,21,18,16,21,26,26,16,31,22,19,19,25,23,14,27,19,19,26,29,24,24,16,16,26,24,26,26,28,25,22,31,22,17,19,21,16,26,27,14,29,18,24,28,18,18,18,13,22,20,21,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,29,29,27,33,24,26,25,28,22,24,20,21,22,20,24,25,24,15,15,25,18,24,20,25,31,18,18,23,14,18,28,30,19,34,21,23,17,30,20,14,26,21,16,24,17,22,17,15,24,29,21,22,33,22,24,28,21,22,23,18,27,24,23,24,15,31,25,17,25,16,26,20,17,19,22,30,17,29,19,35,27,19,12,16,24,19,24,21,25,24,17,26,21,21,17,27,11,21,19
18,17,24,16,26,22,16,27,21,20,16,23,20,15,20,17,17,21,20,20,14,14,18,18,25,13,24,16,19,21,20,28,28,29,23,14,25,21,22,17,25,16,15,28,17,18,18,17,19,16,26,22,18,29,24,23,21,25,20,16,21,20,28,33,24,16,17,17,23,21,16,25,16,21,22,29,23,16,18,21,13,16,19,25,25,22,29,22,18,23,21,21,18,29,22,30,24,13,22,28
18,16,15,20,23,27,14,20,17,12,13,20,20,19,23,21,18,20,18,17,15,22,15,20,11,16,17,24,12,18,22,12,22,18,14,14,11,20,11,15,15,19,18,9,13,16,20,10,13,25,25,13,11,10,26,16,14,16,15,16,18,15,14,19,23,15,15,15,19,24,17,19,14,24,14,27,19,21,22,19,17,14,14,18,16,21,17,18,25,18,16,17,16,15,16,16,15,15,16,16
17,14,20,11,21,11,20,14,13,21,16,19,15,15,20,12,12,18,26,10,12,17,12,25,16,13,18,16,11,13,18,13,16,21,22,12,15,19,21,19,17,20,22,17,14,16,20,18,16,24,11,16,13,20,9,11,13,21,11,14,13,21,19,19,19,11,17,17,20,17,16,21,18,19,21,21,20,17,19,30,16,10,14,17,12,14,19,16,22,12,15,20,21,23,25,12,19,19,17,16
14,18,28,17,28,23,20,26,24,21,16,19,14,21,24,15,27,24,21,24,27,22,31,12,25,10,16,25,26,28,18,14,18,13,19,25,18,19,18,13,12,25,27,19,23,18,20,14,21,10,23,24,19,24,19,14,17,15,16,15,25,19,19,18,21,31,16,23,29,27,27,27,17,24,19,20,22,18,25,26,20,14,16,23,16,14,22,19,19,18,22,21,29,22,21,21,19,31,27,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,18,23,22,20,30,22,28,17,31,19,30,19,25,24,22,26,21,26,26,22,26,26,17,18,22,25,19,11,23,24,27,23,23,19,23,26,20,31,26,28,19,31,21,30,19,19,17,18,23,15,22,21,28,21,22,21,28,21,18,22,19,27,20,23,20,22,22,22,26,29,22,21,25,23,19,23,19,19,27,22,19,23,31,15,24,25,16,30,19,13,25,20,27,17,20,27,19,21,20
18,25,15,28,16,19,18,22,20,20,16,22,15,21,19,19,24,16,26,24,28,14,20,18,20,20,19,18,11,22,12,19,20,20,20,22,21,23,18,15,16,17,18,19,27,26,17,27,22,29,16,18,22,11,19,17,9,17,17,28,22,14,23,22,16,16,16,22,23,17,25,15,26,22,17,23,21,19,18,19,30,20,15,22,27,12,22,16,24,14,19,19,21,17,19,17,19,17,14,22
21,17,20,18,10,10,17,20,13,17,16,20,13,18,21,11,16,20,20,15,17,12,13,21,20,22,20,14,15,25,13,11,13,17,20,10,12,14,20,22,19,13,12,15,25,15,19,17,18,18,21,19,17,17,18,17,18,23,19,23,13,23,10,29,26,14,15,17,16,18,17,14,18,9,19,17,11,12,26,23,15,22,10,25,10,21,20,20,24,12,14,18,16,18,19,12,17,21,18,21
19,18,15,15,14,11,18,14,17,24,20,21,18,12,14,15,11,11,21,21,22,14,17,20,14,22,8,14,23,23,16,11,19,16,16,19,13,24,20,18,11,19,13,16,12,12,17,13,20,19,16,15,14,16,19,12,20,19,17,23,22,17,11,23,21,17,13,17,19,14,14,24,17,18,22,22,13,15,20,17,21,24,16,18,15,20,20,16,25,21,16,17,17,16,21,15,20,14,17,20
19,18,27,22,18,18,20,22,19,16,16,16,19,20,22,14,21,22,35,19,26,22,24,22,20,15,22,21,13,20,18,20,19,16,21,23,11,24,25,29,27,18,21,24,13,19,19,24,27,17,17,26,17,11,25,17,22,26,9,28,22,16,23,24,25,21,23,17,21,15,16,19,22,14,20,19,31,23,29,25,24,27,20,22,21,25,26,21,22,18,19,21,24,19,21,19,22,21,12,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,27,18,21,20,21,21,31,16,18,18,14,21,21,27,28,20,24,22,22,22,25,28,16,18,20,21,21,21,19,10,22,15,18,18,22,29,17,25,21,28,35,20,33,20,29,21,25,22,19,21,25,23,21,20,17,27,23,19,13,23,19,20,16,28,23,26,25,26,15,17,18,21,24,16,17,25,30,36,23,22,22,14,26,17,21,11,21,26,9,21,24,17,22,20,13,16,27,17,28
22,17,25,14,23,20,26,16,18,22,9,14,20,30,23,26,18,17,28,25,12,28,23,21,9,21,18,21,18,28,24,15,23,11,19,28,15,21,21,13,19,23,28,17,18,18,23,11,17,27,19,19,25,29,16,14,24,14,21,21,29,19,19,19,24,15,18,31,22,21,18,23,15,18,18,21,21,24,21,11,19,22,27,21,18,25,26,14,24,19,34,17,19,21,14,28,21,12,24,11
18,24,13,17,17,13,21,13,12,20,13,12,15,22,21,11,21,18,13,19,16,20,12,15,21,19,16,10,12,13,17,20,19,16,11,16,12,14,12,17,16,13,18,17,15,21,14,13,18,6,16,24,17,17,21,14,17,13,24,18,16,14,16,16,21,15,18,15,19,12,17,19,17,19,17,23,18,27,18,16,15,20,17,23,16,18,17,12,12,19,14,20,23,13,8,10,14,20,16,13
13,15,20,21,15,15,18,11,18,16,17,16,29,6,20,17,24,14,20,16,13,29,13,18,12,21,19,18,19,20,23,20,16,20,17,25,21,19,16,13,16,14,15,15,19,7,19,13,14,6,16,13,19,21,14,11,7,13,13,20,23,7,27,26,20,12,17,17,14,19,21,21,18,17,21,21,11,15,20,15,19,18,16,15,18,11,21,14,16,20,14,18,24,14,8,19,12,21,13,21
12,19,17,27,22,18,13,22,19,22,22,17,26,11,23,19,19,16,15,25,20,18,19,14,21,13,27,12,14,21,21,17,16,11,15,20,16,21,28,15,15,15,20,23,23,13,23,18,18,17,19,19,16,20,21,27,20,13,19,9,18,23,18,18,22,16,18,13,18,20,20,14,31,15,15,19,22,16,21,15,23,20,21,18,16,22,26,20,24,15,20,15,26,17,21,20,15,10,18,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,20,23,18,28,23,19,21,17,27,20,21,28,24,29,24,29,17,24,19,23,23,21,33,15,12,19,23,16,21,25,18,14,17,21,22,27,23,18,18,22,24,37,19,20,25,24,13,20,17,15,20,24,19,15,19,21,21,22,21,16,23,19,21,25,21,28,12,19,24,14,25,28,20,18,26,19,31,18,21,19,14,17,22,27,22,30,27,19,22,27,22,19,24,26,21,23,12,14,20
18,13,21,22,18,14,29,23,16,28,15,18,17,14,23,21,18,24,22,12,26,14,21,24,19,13,17,22,17,23,21,18,16,23,23,23,25,27,23,21,24,19,23,20,24,18,23,15,21,17,21,19,15,19,16,25,25,17,31,16,14,12,18,16,30,16,13,24,11,19,13,11,18,15,20,11,24,18,17,15,11,12,20,14,15,20,20,23,22,21,20,17,21,14,21,21,20,16,13,14
19,15,18,22,16,17,16,18,17,18,18,17,21,15,18,15,18,18,21,16,17,17,15,20,16,17,16,12,11,16,19,10,16,17,16,16,16,10,15,14,11,17,15,22,19,13,22,15,11,15,20,13,9,20,11,16,22,18,16,22,17,13,18,18,20,14,16,17,17,16,19,14,27,11,18,14,24,10,24,20,14,15,18,15,20,20,17,18,19,19,13,11,20,15,19,19,14,10,14,14
17,19,14,16,14,13,19,12,15,19,11,24,17,18,20,16,12,17,16,15,10,11,20,18,10,15,12,21,14,13,16,15,12,15,18,16,20,11,23,16,17,12,16,12,10,20,23,18,16,17,11,25,21,16,21,20,15,17,20,22,15,20,16,17,20,12,17,11,15,19,14,17,18,10,23,18,21,14,19,13,20,20,18,15,12,15,19,12,20,15,16,17,12,11,16,26,19,15,11,9
16,20,17,19,19,23,17,19,16,15,18,14,22,15,17,22,15,21,26,17,21,12,17,25,15,24,13,19,13,23,24,16,14,25,19,20,23,21,22,23,24,25,18,23,19,16,24,16,13,19,19,24,18,21,26,29,21,18,12,23,19,20,19,24,16,20,19,21,22,20,17,12,19,17,25,17,25,23,24,27,20,21,29,20,25,15,20,21,14,17,11,18,16,19,20,14,22,12,24,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,20,18,17,18,24,20,26,22,27,23,18,19,21,28,24,23,35,18,17,25,17,11,22,23,17,29,23,25,22,20,23,22,24,26,17,20,19,23,21,34,23,23,32,14,23,25,19,18,21,20,29,16,21,27,31,25,14,26,20,27,15,15,14,18,27,26,18,21,17,15,30,26,24,19,20,21,27,22,25,27,23,25,10,21,30,17,15,20,17,18,18,19,14,21,21,14,15,33,23
24,13,14,16,18,15,20,25,20,22,25,13,16,15,20,22,18,27,21,13,18,18,21,16,15,13,24,20,19,20,8,21,13,16,14,27,24,23,15,28,20,19,22,23,25,16,17,18,25,15,16,26,12,20,16,18,18,18,21,20,13,19,22,21,17,21,16,15,25,25,22,11,16,19,23,21,14,24,24,21,19,14,23,22,20,26,21,20,23,19,20,25,26,28,23,26,24,14,16,19
23,14,17,15,16,9,22,13,24,17,15,17,17,14,12,8,12,15,11,20,8,21,13,11,15,10,18,25,11,14,20,11,24,11,12,16,24,18,13,18,19,16,26,13,16,13,15,23,17,13,12,24,11,13,17,7,17,15,17,10,9,18,16,15,15,17,12,10,16,26,20,16,18,14,15,15,18,9,15,15,16,14,19,22,18,18,13,11,14,20,6,19,15,9,20,14,15,18,12,19
